model,variant_id,ndcg@10,risk_fit@10,rec_pop@10,ndcg@20,risk_fit@20,rec_pop@20,gini_index,catalog_coverage
Popularity,22,0.28252918415818074,0.8856364699321182,6.441363506582289,0.3255043630021098,0.8851067309720332,5.967214655341161,0.9708162535932403,0.08684863523573201
Popularity,23,0.28407963347330356,0.8848272352063462,6.459935409649612,0.32744980796183937,0.8843456217109216,5.987032331745945,0.9707646371453471,0.08933002481389578
Popularity,24,0.29540370273941857,0.8857753277766253,6.477087705131649,0.3375442174654376,0.8853035744686126,6.005080683771277,0.9707149976285889,0.09057071960297766
Popularity,25,0.2981074029441443,0.8857957588561923,6.485691951511495,0.3405588796888846,0.8851645988582215,6.018824792847881,0.9707026844123618,0.09057071960297766
Popularity,26,0.3020740046077476,0.8852152162082677,6.504190612348163,0.34342116000893286,0.8846538617222413,6.0408378456213745,0.9706949492145824,0.09057071960297766
Popularity,27,0.2990674955308842,0.8861426102859904,6.501336629727976,0.34040361306495903,0.8853951383669836,6.0437464625782225,0.970669401839775,0.09057071960297766
Popularity,28,0.2979744568694596,0.8846409580619576,6.518347575164204,0.34147124126021783,0.8839962410564034,6.060354104784589,0.9706641844036672,0.09057071960297766
Popularity,29,0.2975119743514695,0.8852739268468637,6.530737296840045,0.34213018285722135,0.8845489878873175,6.0718936871750655,0.9706889003821844,0.0880893300248139
Popularity,30,0.2601752399580905,0.8876991471429606,6.600010978507745,0.29811637945542147,0.8871712169226456,6.137219066841665,0.9709586693187215,0.0880893300248139
Popularity,31,0.3006283024419196,0.890463455875834,6.5951348500246825,0.34572279062886935,0.8902470736152978,6.131908888014988,0.9708413959523754,0.08684863523573201
Popularity,32,0.3013499614506324,0.8911151510736638,6.613610847896313,0.3473585876227227,0.8907814973092196,6.1596860221539025,0.9707992605506366,0.08436724565756824
Popularity,33,0.2802564371298804,0.8896278148985018,6.612379626213213,0.3246038682655311,0.8894018363538947,6.163886122784188,0.9707940800040522,0.08436724565756824
Popularity,34,0.2793840817472843,0.888139137696836,6.628476462918148,0.3234974603658861,0.8878578848593568,6.180636697397188,0.9707563621539599,0.08560794044665013
Popularity,35,0.27499379901667925,0.8867692779506965,6.648681068947139,0.31687129547556,0.8865008475270265,6.202433157298641,0.970692822091765,0.08684863523573201
Popularity,36,0.2610108617789461,0.8884255520559694,6.666821232509846,0.30254675452562063,0.8880753401037167,6.218475058414031,0.970515974163739,0.0880893300248139
Popularity,37,0.25836915045039205,0.8887094145566887,6.66380343241857,0.3007609990337708,0.8882417191056459,6.223280829410758,0.9704260999253413,0.0880893300248139
Popularity,38,0.2535140377341021,0.8877495340333192,6.678217397103945,0.2955159178073123,0.8874101390213405,6.2318535314424155,0.9703309165632754,0.0880893300248139
Popularity,39,0.22353740325450103,0.8891489173965489,6.699856306884226,0.2614312646034648,0.8888390264272068,6.2520998184411365,0.970488201323932,0.08933002481389578
Popularity,40,0.19906934749108354,0.8874259880414129,6.705778493686843,0.23542301977706184,0.8869757568902368,6.263157978490876,0.9704437505227645,0.0880893300248139
Popularity,41,0.19071615558225088,0.8875613980373801,6.707987049268616,0.226191451167528,0.8872653201856899,6.270670767311044,0.9703418915724282,0.09057071960297766
Popularity,42,0.1789259366422287,0.8865528285591421,6.709789592597967,0.2159391012204481,0.886124815836116,6.275376032525821,0.9703117140632613,0.08933002481389578
Popularity,43,0.1387002874821853,0.8874243846780956,6.738235696151993,0.16962240743012313,0.8870991946365472,6.34861717127538,0.9706041782078647,0.08933002481389578
Popularity,44,0.12721752668451083,0.8873180965512109,6.732492156727349,0.15738821336177203,0.8870593197751673,6.347217469404345,0.9705472125172778,0.09057071960297766
